sheet_id,kind,label,source_filename,crop_filename,year,method,instrument,crop_w,crop_h,frame_w,frame_h,frame_measured,cells,anchor,west,north,east,south,deg_per_px_x,deg_per_px_y,span_lon_arcmin,span_lat_arcmin
32-XXIV-p,single,KK 083-04-01/085-04-10_016 - 05978 - 015,014_KK 083-04-01-085-04-10_016 - 05978 - 015.jpg,32-XXIV-p.jpg,1933,aerial,luchtfoto,4348,4338,4340.3,4323.5,both,"2,-1",cell,105.3092268,-1.9170358,105.3927080,-2.0006487,0.000019200,0.000019275,5.0089,5.0168
32-XXIV-q,single,KK 083-04-01/085-04-10_017 - 05978 - 016,015_KK 083-04-01-085-04-10_017 - 05978 - 016.jpg,32-XXIV-q.jpg,1934,aerial,luchtfoto,4348,4338,4332.4,4323.9,both,"3,-1",cell,105.3923985,-1.9169912,105.4760319,-2.0005969,0.000019235,0.000019273,5.0180,5.0163
32-XXV-a,single,KK 083-04-01/085-04-10_018 - 05978 - 017,016_KK 083-04-01-085-04-10_018 - 05978 - 017.jpg,32-XXV-a.jpg,1933,aerial,luchtfoto,4356,4328,4340.3,4322.0,both,"0,0",cell,105.1425525,-2.0004405,105.2261873,-2.0838895,0.000019200,0.000019281,5.0181,5.0069
32-XXV-b,single,KK 083-04-01/085-04-10_019 - 05978 - 018,017_KK 083-04-01-085-04-10_019 - 05978 - 018.jpg,32-XXV-b.jpg,1932-1933,aerial,luchtfoto,4364,4328,4339.9,4314.6,both,"1,0",cell,105.2257725,-2.0002978,105.3095686,-2.0838895,0.000019202,0.000019314,5.0278,5.0155
32-XXV-c,single,KK 083-04-01/085-04-10_020 - 05978 - 019,018_KK 083-04-01-085-04-10_020 - 05978 - 019.jpg,32-XXV-c.jpg,1933,aerial,luchtfoto,4356,4334,4344.6,4326.3,both,"2,0",cell,105.3091943,-2.0004040,105.3927463,-2.0838856,0.000019181,0.000019262,5.0131,5.0089
32-XXV-d,single,KK 083-04-01/085-04-10_021 - 05978 - 020,019_KK 083-04-01-085-04-10_021 - 05978 - 020.jpg,32-XXV-d.jpg,1932-1933,aerial,luchtfoto,4364,4342,4359.1,4326.7,both,"3,0",cell,105.3925853,-2.0002986,105.4760123,-2.0839257,0.000019117,0.000019260,5.0056,5.0176
32-XXV-f,single,KK 083-04-01/085-04-10_022 - 05978 - 021,020_KK 083-04-01-085-04-10_022 - 05978 - 021.jpg,32-XXV-f.jpg,1933,aerial,luchtfoto,4354,4332,4340.7,4325.9,both,"1,1",cell,105.2258551,-2.0837584,105.3094438,-2.1672094,0.000019198,0.000019264,5.0153,5.0071
32-XXV-g,single,KK 083-04-01/085-04-10_023 - 05978 - 022,021_KK 083-04-01-085-04-10_023 - 05978 - 022.jpg,32-XXV-g.jpg,1933,aerial,luchtfoto,4354,4334,4342.1,4320.8,both,"2,1",cell,105.3091846,-2.0837064,105.3927464,-2.1672941,0.000019192,0.000019287,5.0137,5.0153
32-XXV-h,single,KK 083-04-01/085-04-10_024 - 05978 - 023,022_KK 083-04-01-085-04-10_024 - 05978 - 023.jpg,32-XXV-h.jpg,1932-1933,aerial,luchtfoto,4356,4326,4348.0,4321.7,both,"3,1",cell,105.3925622,-2.0837681,105.4760489,-2.1671842,0.000019166,0.000019282,5.0092,5.0050
33-XXIII-i,single,KK 083-04-01/085-04-10_025 - 05978 - 024,023_KK 083-04-01-085-04-10_025 - 05978 - 024.jpg,33-XXIII-i.jpg,1932-1933,aerial,luchtfoto,4352,4326,4342.6,4320.0,both,"4,-6",cell,105.4759415,-1.5004502,105.5594552,-1.5838991,0.000019190,0.000019290,5.0108,5.0069
33-XXIII-k,single,KK 083-04-01/085-04-10_026 - 05978 - 025,024_KK 083-04-01-085-04-10_026 - 05978 - 025.jpg,33-XXIII-k.jpg,1932-1933,aerial,luchtfoto,4356,4324,4340.4,4319.1,both,"5,-6",cell,105.5591097,-1.5004367,105.6427426,-1.5838645,0.000019199,0.000019294,5.0180,5.0057
33-XXIII-l,single,KK 083-04-01/085-04-10_027 - 05978 - 026,025_KK 083-04-01-085-04-10_027 - 05978 - 026.jpg,33-XXIII-l.jpg,1932-1933,aerial,luchtfoto,4342,4326,4332.6,4316.1,width,"6,-6",cell,105.6426024,-1.5002879,105.7261165,-1.5838124,0.000019234,0.000019308,5.0108,5.0115
33-XXIII-m,single,KK 083-04-01/085-04-10_028 - 05978 - 027,026_KK 083-04-01-085-04-10_028 - 05978 - 027.jpg,33-XXIII-m.jpg,1931-1933,aerial,luchtfoto,4344,4322,4337.1,4316.0,height,"7,-6",cell,105.7259645,-1.5004038,105.8094305,-1.5838529,0.000019214,0.000019308,5.0080,5.0069
33-XXIII-n,single,KK 083-04-01/085-04-10_029 - 05978 - 028,027_KK 083-04-01-085-04-10_029 - 05978 - 028.jpg,33-XXIII-n.jpg,1932-1933,aerial,luchtfoto,4352,4324,4344.1,4311.9,both,"4,-5",cell,105.4759185,-1.5836622,105.5594034,-1.6672286,0.000019183,0.000019326,5.0091,5.0140
33-XXIII-o,single,KK 083-04-01/085-04-10_030 - 05978 - 029,028_KK 083-04-01-085-04-10_030 - 05978 - 029.jpg,33-XXIII-o.jpg,1932-1933,aerial,luchtfoto,4350,4326,4340.9,4320.2,both,"5,-5",cell,105.5592460,-1.5837835,105.6427541,-1.6672286,0.000019197,0.000019289,5.0105,5.0067
33-XXIII-p,single,KK 083-04-01/085-04-10_031 - 05978 - 030,029_KK 083-04-01-085-04-10_031 - 05978 - 030.jpg,33-XXIII-p.jpg,1932-1933,aerial,luchtfoto,4354,4326,4343.5,4322.1,both,"6,-5",cell,105.6425833,-1.5837951,105.7261180,-1.6672035,0.000019186,0.000019281,5.0121,5.0045
33-XXIII-q,single,KK 083-04-01/085-04-10_032 - 05978 - 031,030_KK 083-04-01-085-04-10_032 - 05978 - 031.jpg,33-XXIII-q.jpg,1932-1933,aerial,luchtfoto,4352,4342,4344.0,4326.3,both,"7,-5",cell,105.7258878,-1.5836911,105.8093746,-1.6673268,0.000019184,0.000019262,5.0092,5.0181
33-XXIV-a,single,KK 083-04-01/085-04-10_033 - 05978 - 032,031_KK 083-04-01-085-04-10_033 - 05978 - 032.jpg,33-XXIV-a.jpg,1933-1934,aerial,luchtfoto,4356,4340,4345.0,4325.5,both,"4,-4",cell,105.4758591,-1.6670437,105.5594034,-1.7506562,0.000019179,0.000019266,5.0127,5.0168
33-XXIV-b,single,KK 083-04-01/085-04-10_034 - 05978 - 033,032_KK 083-04-01-085-04-10_034 - 05978 - 033.jpg,33-XXIV-b.jpg,1933-1934,aerial,luchtfoto,4358,4336,4346.0,4327.3,both,"5,-4",cell,105.5592231,-1.6670706,105.6427865,-1.7505715,0.000019175,0.000019258,5.0138,5.0101
33-XXIV-c,single,KK 083-04-01/085-04-10_035 - 05978 - 034,033_KK 083-04-01-085-04-10_035 - 05978 - 034.jpg,33-XXIV-c.jpg,1933,aerial,luchtfoto,4348,4340,4343.1,4326.4,both,"6,-4",cell,105.6426159,-1.6669415,105.7260432,-1.7505369,0.000019188,0.000019262,5.0056,5.0157
33-XXIV-d,single,KK 083-04-01/085-04-10_036 - 05978 - 035,034_KK 083-04-01-085-04-10_036 - 05978 - 035.jpg,33-XXIV-d.jpg,1934,aerial,luchtfoto,4358,4336,4348.2,4325.7,both,"7,-4",cell,105.7259071,-1.6670341,105.8094282,-1.7505657,0.000019165,0.000019265,5.0113,5.0119
33-XXIV-e,single,KK 083-04-01/085-04-10_037 - 05978 - 036,035_KK 083-04-01-085-04-10_037 - 05978 - 036.jpg,33-XXIV-e.jpg,1933-1934,aerial,luchtfoto,4356,4332,4342.7,4324.7,both,"4,-3",cell,105.4757784,-1.7504039,105.5593670,-1.8338779,0.000019189,0.000019269,5.0153,5.0084
33-XXIV-f,single,KK 083-04-01/085-04-10_038 - 05978 - 037,036_KK 083-04-01-085-04-10_038 - 05978 - 037.jpg,33-XXIV-f.jpg,1933-1934,aerial,luchtfoto,4350,4338,4344.2,4322.2,both,"5,-3",cell,105.5592806,-1.7502441,105.6427252,-1.8338817,0.000019183,0.000019280,5.0067,5.0183
33-XXIV-g,single,KK 083-04-01/085-04-10_039 - 05978 - 038,037_KK 083-04-01-085-04-10_039 - 05978 - 038.jpg,33-XXIV-g.jpg,1933-1934,aerial,luchtfoto,4342,4334,4334.8,4320.4,both,"6,-3",cell,105.6425832,-1.7503169,105.7260549,-1.8339128,0.000019224,0.000019288,5.0083,5.0158
33-XXIV-h,single,KK 083-04-01/085-04-10_040 - 05978 - 039,038_KK 083-04-01-085-04-10_040 - 05978 - 039.jpg,33-XXIV-h.jpg,1934,aerial,luchtfoto,4346,4332,4341.1,4324.8,both,"7,-3",cell,105.7259319,-1.7504058,105.8093593,-1.8338779,0.000019196,0.000019269,5.0056,5.0083
33-XXIV-i,single,KK 083-04-01/085-04-10_041 - 05978 - 040,039_KK 083-04-01-085-04-10_041 - 05978 - 040.jpg,33-XXIV-i.jpg,1934,aerial,luchtfoto,4364,4338,4347.0,4323.4,both,"4,-2",cell,105.4758649,-1.8336854,105.5595241,-1.9172997,0.000019170,0.000019275,5.0196,5.0169
33-XXIV-k,single,KK 083-04-01/085-04-10_042 - 05978 - 041,040_KK 083-04-01-085-04-10_042 - 05978 - 041.jpg,33-XXIV-k.jpg,1934,aerial,luchtfoto,4346,4336,4338.8,4323.7,height,"5,-2",cell,105.5592979,-1.8336928,105.6427695,-1.9172634,0.000019207,0.000019274,5.0083,5.0142
33-XXIV-l,single,KK 083-04-01/085-04-10_043 - 05978 - 042,041_KK 083-04-01-085-04-10_043 - 05978 - 042.jpg,33-XXIV-l.jpg,1934,aerial,luchtfoto,4348,4334,4332.7,4321.7,both,"6,-2",cell,105.6424081,-1.8337352,105.7260357,-1.9173060,0.000019234,0.000019283,5.0177,5.0143
33-XXIV-m,single,KK 083-04-01/085-04-10_044 - 05978 - 043,042_KK 083-04-01-085-04-10_044 - 05978 - 043.jpg,33-XXIV-m.jpg,1934,aerial,luchtfoto,4358,4334,4341.7,4324.8,height,"7,-2",cell,105.7259645,-1.8337006,105.8096107,-1.9172113,0.000019194,0.000019269,5.0188,5.0106
33-XXIV-n,single,KK 083-04-01/085-04-10_045 - 05978 - 044,043_KK 083-04-01-085-04-10_045 - 05978 - 044.jpg,33-XXIV-n.jpg,1934,aerial,luchtfoto,4338,4328,4328.1,4322.8,both,"4,-1",cell,105.4759357,-1.9171206,105.5594596,-2.0005545,0.000019254,0.000019278,5.0114,5.0060
33-XXIV-o,single,KK 083-04-01/085-04-10_046 - 05978 - 045,044_KK 083-04-01-085-04-10_046 - 05978 - 045.jpg,33-XXIV-o.jpg,1934,aerial,luchtfoto,4358,4336,4348.1,4320.6,height,"5,-1",cell,105.5592979,-1.9169129,105.6428210,-2.0005426,0.000019165,0.000019287,5.0114,5.0178
33-XXIV-p,single,KK 083-04-01/085-04-10_047 - 05978 - 046,045_KK 083-04-01-085-04-10_047 - 05978 - 046.jpg,33-XXIV-p.jpg,1934,aerial,luchtfoto,4354,4338,4344.6,4321.1,both,"6,-1",cell,105.6426024,-1.9169127,105.7261161,-2.0005715,0.000019181,0.000019285,5.0108,5.0195
33-XXIV-q,single,KK 083-04-01/085-04-10_048 - 05978 - 047,046_KK 083-04-01-085-04-10_048 - 05978 - 047.jpg,33-XXIV-q.jpg,1934,aerial,luchtfoto,4342,4332,4335.7,4321.8,height,"7,-1",cell,105.7259645,-1.9171033,105.8094190,-2.0006335,0.000019220,0.000019282,5.0073,5.0118
33-XXV-ae,composite,KK 083-04-01/085-04-10_049 - 05978 - 048,047_KK 083-04-01-085-04-10_049 - 05978 - 048.jpg,33-XXV-ae.jpg,1932-1933,aerial,luchtfoto,4348,5268,4335.7,5248.7,both,"4,0;4,1",top,105.4759376,-2.0002282,105.5595074,-2.1018974,0.000019220,0.000019299,5.0142,6.1002
33-XXV-b,single,KK 083-04-01/085-04-10_050 - 05978 - 049,048_KK 083-04-01-085-04-10_050 - 05978 - 049.jpg,33-XXV-b.jpg,1929-1930,terrestrial,bergboussole,4356,4328,4338.5,4322.3,both,"5,0",cell,105.5590751,-2.0004559,105.6427445,-2.0838992,0.000019208,0.000019280,5.0202,5.0066
33-XXV-c,single,KK 083-04-01/085-04-10_051 - 05978 - 050,049_KK 083-04-01-085-04-10_051 - 05978 - 050.jpg,33-XXV-c.jpg,1929-1930,terrestrial,theodoliet- en bergboussole,4350,4330,4340.7,4318.4,both,"6,0",cell,105.6425275,-2.0003229,105.7260394,-2.0838799,0.000019198,0.000019297,5.0107,5.0134
33-XXV-d,single,KK 083-04-01/085-04-10_052 - 05978 - 051,050_KK 083-04-01-085-04-10_052 - 05978 - 051.jpg,33-XXV-d.jpg,1929-1930,terrestrial,theodoliet- en bergboussole,4348,4324,4334.1,4318.4,width,"7,0",cell,105.7259299,-2.0003710,105.8095305,-2.0838124,0.000019227,0.000019297,5.0160,5.0065
33-XXV-f,single,KK 083-04-01/085-04-10_053 - 05978 - 052,051_KK 083-04-01-085-04-10_053 - 05978 - 052.jpg,33-XXV-f.jpg,1928,terrestrial,theodoliet boussole en boussole tranche montagne,4340,4344,4330.4,4325.9,both,"5,1",cell,105.5592594,-2.0835786,105.6427775,-2.1672617,0.000019244,0.000019264,5.0111,5.0210
33-XXV-g,single,KK 083-04-01/085-04-10_054 - 05978 - 053,052_KK 083-04-01-085-04-10_054 - 05978 - 053.jpg,33-XXV-g.jpg,1928,terrestrial,theodoliet boussole en boussole tranche montagne,4342,4332,4333.5,4323.4,both,"6,1",cell,105.6425524,-2.0837583,105.7260492,-2.1672577,0.000019230,0.000019275,5.0098,5.0100
33-XXV-h,single,KK 083-04-01/085-04-10_055 - 05978 - 054,053_KK 083-04-01-085-04-10_055 - 05978 - 054.jpg,33-XXV-h.jpg,1928,terrestrial,boussole tranche montagne,4336,4332,4330.0,4325.0,both,"7,1",cell,105.7259241,-2.0837467,105.8093729,-2.1672153,0.000019246,0.000019268,5.0069,5.0081
33-XXV-m,single,KK 083-04-01/085-04-10_056 - 05978 - 055,054_KK 083-04-01-085-04-10_056 - 05978 - 055.jpg,33-XXV-m.jpg,1928,terrestrial,boussole tranche montagne,4338,4334,4325.1,4318.6,both,"7,2",cell,105.7258104,-2.1669233,105.8093923,-2.2505545,0.000019267,0.000019297,5.0149,5.0179
33-XXV-q,single,KK 083-04-01/085-04-10_057 - 05978 - 056,055_KK 083-04-01-085-04-10_057 - 05978 - 056.jpg,33-XXV-q.jpg,1928,terrestrial,boussole tranche montagne,4344,4324,4329.9,4315.8,both,"7,3",cell,105.7258876,-2.2504655,105.8094923,-2.3339573,0.000019246,0.000019309,5.0163,5.0095
33-XXVI-d,irregular,KK 083-04-01/085-04-10_058 - 05978 - 057,056_KK 083-04-01-085-04-10_058 - 05978 - 057.jpg,33-XXVI-d.jpg,1931,terrestrial,bergboussole,4352,4662,4337.6,4649.8,both,"7,4",top,105.7258512,-2.3336446,105.8094612,-2.4235790,0.000019212,0.000019291,5.0166,5.3961
34-XXIII-ie,composite,KK 083-04-01/085-04-10_059 - 05978 - 058,057_KK 083-04-01-085-04-10_059 - 05978 - 058.jpg,34-XXIII-ie.jpg,1931-1933,aerial,luchtfoto,4348,4812,4341.6,4792.8,both,"8,-6;8,-7",bottom,105.8092672,-1.4912299,105.8927233,-1.5839724,0.000019194,0.000019273,5.0074,5.5646
34-XXIII-k,single,KK 083-04-01/085-04-10_060 - 05978 - 059,058_KK 083-04-01-085-04-10_060 - 05978 - 059.jpg,34-XXIII-k.jpg,1932-1933,aerial,luchtfoto,4352,4338,4343.9,4325.2,height,"9,-6",cell,105.8924758,-1.5003211,105.9759645,-1.5839010,0.000019184,0.000019267,5.0093,5.0148
34-XXIII-l,single,KK 083-04-01/085-04-10_061 - 05978 - 060,059_KK 083-04-01-085-04-10_061 - 05978 - 060.jpg,34-XXIII-l.jpg,1931-1933,aerial,luchtfoto,4350,4334,4342.7,4327.1,both,"10,-6",cell,105.9759185,-1.5004270,106.0593919,-1.5838933,0.000019189,0.000019258,5.0084,5.0080
34-XXIII-n,single,KK 083-04-01/085-04-10_062 - 05978 - 061,060_KK 083-04-01-085-04-10_062 - 05978 - 061.jpg,34-XXIII-n.jpg,1933,aerial,luchtfoto,4358,4340,4347.5,4327.1,both,"8,-5",cell,105.8091905,-1.5837239,105.8927251,-1.6673055,0.000019168,0.000019258,5.0121,5.0149
34-XXIII-o,single,KK 083-04-01/085-04-10_063 - 05978 - 062,061_KK 083-04-01-085-04-10_063 - 05978 - 062.jpg,34-XXIII-o.jpg,1931-1933,aerial,luchtfoto,4350,4334,4342.4,4325.6,both,"9,-5",cell,105.8925679,-1.5837546,105.9760471,-1.6672498,0.000019191,0.000019265,5.0088,5.0097
34-XXIII-p,single,KK 083-04-01/085-04-10_064 - 05978 - 063,062_KK 083-04-01-085-04-10_064 - 05978 - 063.jpg,34-XXIII-p.jpg,1932-1933,aerial,luchtfoto,4360,4326,4342.4,4314.0,both,"10,-5",cell,105.9758859,-1.5837334,106.0595570,-1.6672980,0.000019191,0.000019317,5.0203,5.0139
34-XXIV-a,single,KK 083-04-01/085-04-10_065 - 05978 - 064,063_KK 083-04-01-085-04-10_065 - 05978 - 064.jpg,34-XXIV-a.jpg,1934,aerial,luchtfoto,4352,4338,4343.6,4320.7,both,"8,-4",cell,105.8092461,-1.6670822,105.8927406,-1.7507488,0.000019185,0.000019287,5.0097,5.0200
34-XXIV-b,single,KK 083-04-01/085-04-10_066 - 05978 - 065,064_KK 083-04-01-085-04-10_066 - 05978 - 065.jpg,34-XXIV-b.jpg,1934,aerial,luchtfoto,4342,4338,4338.5,4324.6,both,"9,-4",cell,105.8926139,-1.6669471,105.9760145,-1.7505389,0.000019208,0.000019270,5.0040,5.0155
34-XXIV-cd,composite,KK 083-04-01/085-04-10_067 - 05978 - 066,065_KK 083-04-01-085-04-10_067 - 05978 - 066.jpg,34-XXIV-cd.jpg,1932,terrestrial,theodoliet- en bergboussole,6406,4322,6394.9,4302.6,both,"10,-4;11,-4",left,105.9758565,-1.6669114,106.0994201,-1.7506205,0.000019289,0.000019368,7.4138,5.0225
34-XXIV-e,single,KK 083-04-01/085-04-10_068 - 05978 - 067,066_KK 083-04-01-085-04-10_068 - 05978 - 067.jpg,34-XXIV-e.jpg,1932,terrestrial,theodoliet- en bergboussole,4348,4340,4337.9,4321.2,both,"8,-3",cell,105.8092671,-1.7503093,105.8927945,-1.8340053,0.000019211,0.000019285,5.0116,5.0218
34-XXIV-f,single,KK 083-04-01/085-04-10_069 - 05978 - 068,067_KK 083-04-01-085-04-10_069 - 05978 - 068.jpg,34-XXIV-f.jpg,1932,terrestrial,theodoliet- en bergboussole,4342,4332,4338.8,4321.0,height,"9,-3",cell,105.8925698,-1.7504328,105.9759645,-1.8339783,0.000019207,0.000019286,5.0037,5.0127
34-XXIV-g,single,KK 083-04-01/085-04-10_070 - 05978 - 069,068_KK 083-04-01-085-04-10_070 - 05978 - 069.jpg,34-XXIV-g.jpg,1931-1933,terrestrial,theodoliet- en bergboussole,4352,4330,4343.8,4322.9,both,"10,-3",cell,105.9759108,-1.7504309,106.0594015,-1.8339010,0.000019184,0.000019277,5.0094,5.0082
34-XXIV-h,single,KK 083-04-01/085-04-10_071 - 05978 - 070,069_KK 083-04-01-085-04-10_071 - 05978 - 070.jpg,34-XXIV-h.jpg,1932,terrestrial,theodoliet- en bergboussole,4342,4328,4336.1,4318.9,both,"11,-3",cell,106.0592614,-1.7503671,106.1427081,-1.8338761,0.000019218,0.000019295,5.0068,5.0105
34-XXIV-i,single,KK 083-04-01/085-04-10_072 - 05978 - 071,070_KK 083-04-01-085-04-10_072 - 05978 - 071.jpg,34-XXIV-i.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4350,4330,4345.2,4322.7,both,"8,-2",cell,105.8092730,-1.8337681,105.8926983,-1.9172420,0.000019178,0.000019278,5.0055,5.0084
34-XXIV-k,single,KK 083-04-01/085-04-10_073 - 05978 - 072,071_KK 083-04-01-085-04-10_073 - 05978 - 072.jpg,34-XXIV-k.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4352,4330,4347.9,4320.1,both,"9,-2",cell,105.8926235,-1.8337701,105.9760355,-1.9172939,0.000019166,0.000019290,5.0047,5.0114
34-XXIV-l,single,KK 083-04-01/085-04-10_074 - 05978 - 073,072_KK 083-04-01-085-04-10_074 - 05978 - 073.jpg,34-XXIV-l.jpg,1931,terrestrial,theodoliet- en bergboussole,4328,4320,4313.4,4310.0,both,"10,-2",cell,105.9759298,-1.8337406,106.0595452,-1.9172680,0.000019320,0.000019335,5.0169,5.0116
34-XXIV-m,single,KK 083-04-01/085-04-10_075 - 05978 - 074,073_KK 083-04-01-085-04-10_075 - 05978 - 074.jpg,34-XXIV-m.jpg,1931,terrestrial,theodoliet- en bergboussole,4342,4330,4335.1,4318.8,both,"11,-2",cell,106.0592421,-1.8337873,106.1427081,-1.9173368,0.000019223,0.000019296,5.0080,5.0130
34-XXIV-n,single,KK 083-04-01/085-04-10_076 - 05978 - 075,074_KK 083-04-01-085-04-10_076 - 05978 - 075.jpg,34-XXIV-n.jpg,1932,terrestrial,theodoliet- en bergboussole,4360,4332,4341.9,4320.3,both,"8,-1",cell,105.8091866,-1.9170475,105.8928673,-2.0006063,0.000019193,0.000019289,5.0208,5.0135
34-XXIV-o,single,KK 083-04-01/085-04-10_077 - 05978 - 076,075_KK 083-04-01-085-04-10_077 - 05978 - 076.jpg,34-XXIV-o.jpg,1931,terrestrial,theodoliet- en bergboussole,4340,4340,4334.4,4320.5,both,"9,-1",cell,105.8926024,-1.9169701,105.9760434,-2.0006798,0.000019226,0.000019288,5.0065,5.0226
34-XXIV-p,single,KK 083-04-01/085-04-10_078 - 05978 - 077,076_KK 083-04-01-085-04-10_078 - 05978 - 077.jpg,34-XXIV-p.jpg,1930-1931,terrestrial,theodoliet- en bergboussole,4358,4336,4338.0,4319.6,both,"10,-1",cell,105.9757686,-1.9169490,106.0594861,-2.0005987,0.000019210,0.000019292,5.0231,5.0190
34-XXIV-q,single,KK 083-04-01/085-04-10_079 - 05978 - 078,077_KK 083-04-01-085-04-10_079 - 05978 - 078.jpg,34-XXIV-q.jpg,1930-1931,terrestrial,theodoliet- en bergboussole,4344,4330,4305.5,4322.5,both,"11,-1",cell,106.0591353,-1.9170933,106.1432138,-2.0005724,0.000019355,0.000019279,5.0447,5.0087
